Cultivo,Region,Año,temp_media,temp_max,temp_min,precipitacion_total,humedad_media,fuente_produccion
Achiote,SanMartin,2015,25.01276712328767,30.152876712328766,21.046082191780823,1191.24,77.93435616438356,solo_clima_NASA_POWER
Achiote,SanMartin,2016,25.56844262295082,30.843360655737705,21.496584699453553,1108.23,75.71306010928961,solo_clima_NASA_POWER
Achiote,SanMartin,2017,24.280356164383562,28.936520547945204,20.766246575342468,1303.3,82.30419178082191,solo_clima_NASA_POWER
Achiote,SanMartin,2018,24.22980821917808,29.013315068493153,20.613342465753423,1323.34,81.30473972602739,solo_clima_NASA_POWER
Achiote,SanMartin,2019,24.445424657534247,29.158986301369865,20.857479452054793,1395.82,81.51690410958903,solo_clima_NASA_POWER
Achiote,SanMartin,2020,25.374863387978145,30.27185792349727,21.50049180327869,1015.88,76.85598360655737,solo_clima_NASA_POWER
Achiote,SanMartin,2021,25.81487671232877,31.04649315068493,21.5927397260274,873.1800000000001,70.9869589041096,solo_clima_NASA_POWER
Achiote,SanMartin,2022,25.86419178082192,31.244931506849316,21.487479452054796,914.36,69.6644109589041,solo_clima_NASA_POWER
Achiote,SanMartin,2023,27.106383561643835,32.57410958904109,22.57972602739726,651.74,65.01794520547945,solo_clima_NASA_POWER
Achiote,SanMartin,2024,27.60808743169399,33.27344262295082,22.93653005464481,620.87,64.60325136612022,solo_clima_NASA_POWER
Achiote,SanMartin,2025,26.10841095890411,31.526849315068493,21.798575342465753,969.62,70.92904109589041,solo_clima_NASA_POWER
Achiote,SanMartin,2026,24.00845303867403,27.82232044198895,21.118342541436466,767.7,86.52386740331491,solo_clima_NASA_POWER
Aguaje,Loreto,2015,25.92219178082192,28.597424657534244,23.52191780821918,2942.17,89.40339726027398,solo_clima_NASA_POWER
Aguaje,Loreto,2016,26.052076502732238,28.78795081967213,23.622322404371587,2614.73,89.9687431693989,solo_clima_NASA_POWER
Aguaje,Loreto,2017,25.69413698630137,28.37043835616438,23.30509589041096,2389.68,90.01438356164384,solo_clima_NASA_POWER
Aguaje,Loreto,2018,25.563808219178085,28.28495890410959,23.146,2279.31,89.57197260273973,solo_clima_NASA_POWER
Aguaje,Loreto,2019,25.83468493150685,28.452465753424658,23.48835616438356,3702.2,89.7506301369863,solo_clima_NASA_POWER
Aguaje,Loreto,2020,25.937185792349727,28.704508196721314,23.460573770491802,3448.7400000000002,89.89196721311475,solo_clima_NASA_POWER
Aguaje,Loreto,2021,25.544630136986303,28.253479452054794,23.181068493150686,3378.63,90.57276712328766,solo_clima_NASA_POWER
Aguaje,Loreto,2022,25.45904109589041,28.25794520547945,22.981205479452054,2685.33,90.15942465753426,solo_clima_NASA_POWER
Aguaje,Loreto,2023,25.965013698630134,28.75079452054795,23.506109589041095,2918.5,89.64246575342466,solo_clima_NASA_POWER
Aguaje,Loreto,2024,26.46207650273224,29.228360655737706,24.01983606557377,3244.55,90.09890710382513,solo_clima_NASA_POWER
Aguaje,Loreto,2025,25.884,28.640520547945208,23.511726027397263,2567.15,89.79060273972603,solo_clima_NASA_POWER
Aguaje,Loreto,2026,25.778121546961327,28.34635359116022,23.60314917127072,1458.66,90.6686187845304,solo_clima_NASA_POWER
Camu_camu,Loreto,2015,25.92219178082192,28.597424657534244,23.52191780821918,2942.17,89.40339726027398,solo_clima_NASA_POWER
Camu_camu,Loreto,2016,26.052076502732238,28.78795081967213,23.622322404371587,2614.73,89.9687431693989,solo_clima_NASA_POWER
Camu_camu,Loreto,2017,25.69413698630137,28.37043835616438,23.30509589041096,2389.68,90.01438356164384,solo_clima_NASA_POWER
Camu_camu,Loreto,2018,25.563808219178085,28.28495890410959,23.146,2279.31,89.57197260273973,solo_clima_NASA_POWER
Camu_camu,Loreto,2019,25.83468493150685,28.452465753424658,23.48835616438356,3702.2,89.7506301369863,solo_clima_NASA_POWER
Camu_camu,Loreto,2020,25.937185792349727,28.704508196721314,23.460573770491802,3448.7400000000002,89.89196721311475,solo_clima_NASA_POWER
Camu_camu,Loreto,2021,25.544630136986303,28.253479452054794,23.181068493150686,3378.63,90.57276712328766,solo_clima_NASA_POWER
Camu_camu,Loreto,2022,25.45904109589041,28.25794520547945,22.981205479452054,2685.33,90.15942465753426,solo_clima_NASA_POWER
Camu_camu,Loreto,2023,25.965013698630134,28.75079452054795,23.506109589041095,2918.5,89.64246575342466,solo_clima_NASA_POWER
Camu_camu,Loreto,2024,26.46207650273224,29.228360655737706,24.01983606557377,3244.55,90.09890710382513,solo_clima_NASA_POWER
Camu_camu,Loreto,2025,25.884,28.640520547945208,23.511726027397263,2567.15,89.79060273972603,solo_clima_NASA_POWER
Camu_camu,Loreto,2026,25.778121546961327,28.34635359116022,23.60314917127072,1458.66,90.6686187845304,solo_clima_NASA_POWER
Canihua,Puno,2015,7.820246575342465,14.871013698630136,2.139780821917808,439.04,57.617041095890414,solo_clima_NASA_POWER
Canihua,Puno,2016,8.20827868852459,15.553360655737704,2.1475683060109287,404.54,54.909699453551916,solo_clima_NASA_POWER
Canihua,Puno,2017,8.159780821917808,15.1586301369863,2.526821917808219,496.15,59.27515068493151,solo_clima_NASA_POWER
Canihua,Puno,2018,7.814876712328767,14.668219178082191,2.2264657534246575,655.37,61.055369863013695,solo_clima_NASA_POWER
Canihua,Puno,2019,8.056027397260273,14.93791780821918,2.472191780821918,448.46000000000004,61.22704109589041,solo_clima_NASA_POWER
Canihua,Puno,2020,8.18155737704918,15.264918032786886,2.5019398907103825,510.41,59.73439890710383,solo_clima_NASA_POWER
Canihua,Puno,2021,8.08572602739726,15.128602739726027,2.327917808219178,527.92,59.74087671232876,solo_clima_NASA_POWER
Canihua,Puno,2022,7.989397260273973,15.657589041095891,1.6074520547945206,360.41,54.33054794520548,solo_clima_NASA_POWER
Canihua,Puno,2023,8.875397260273973,16.009315068493148,3.084,671.16,57.41665753424658,solo_clima_NASA_POWER
Canihua,Puno,2024,9.221666666666668,16.31978142076503,3.531857923497268,412.57,59.279754098360655,solo_clima_NASA_POWER
Canihua,Puno,2025,8.176136986301369,15.002739726027396,2.620054794520548,642.7,61.462657534246574,solo_clima_NASA_POWER
Canihua,Puno,2026,8.359779005524862,14.710386740331492,3.295414364640884,265.40000000000003,62.07558011049724,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2015,14.894876712328767,21.96890410958904,10.042602739726028,410.95,69.73479452054795,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2016,15.023688524590165,22.273169398907104,10.100437158469946,373.45,67.93497267759562,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2017,14.302027397260273,21.166657534246575,9.645095890410959,662.23,71.50301369863013,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2018,13.98150684931507,20.595397260273973,9.399452054794521,653.66,72.68276712328768,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2019,14.619698630136986,21.46550684931507,9.920383561643837,493.62,70.9630410958904,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2020,14.89603825136612,21.891994535519128,10.044098360655738,399.08,68.98207650273224,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2021,14.498493150684931,21.332931506849317,9.862575342465753,372.71,69.74613698630137,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2022,14.291534246575342,21.143342465753424,9.543424657534246,507.29,69.6891506849315,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2023,14.796547945205479,21.30413698630137,10.339863013698631,772.37,73.73917808219178,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2024,15.666994535519125,22.647595628415303,10.904180327868852,338.02,68.1496174863388,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2025,14.338904109589041,20.85309589041096,9.841890410958904,671.04,73.3171506849315,solo_clima_NASA_POWER
Chirimoya,Cajamarca,2026,14.482265193370166,20.92707182320442,9.896740331491712,301.93,75.61939226519337,solo_clima_NASA_POWER
Cocona,Ucayali,2015,28.330164383561645,33.590931506849316,24.00328767123288,870.64,70.84504109589041,solo_clima_NASA_POWER
Cocona,Ucayali,2016,28.234535519125682,33.323934426229506,23.992021857923497,1179.73,72.06486338797815,solo_clima_NASA_POWER
Cocona,Ucayali,2017,26.266493150684934,30.09915068493151,23.016246575342468,1594.1200000000001,84.01695890410959,solo_clima_NASA_POWER
Cocona,Ucayali,2018,26.36213698630137,30.553095890410958,22.827616438356163,1353.51,81.45057534246575,solo_clima_NASA_POWER
Cocona,Ucayali,2019,27.085041095890414,31.423424657534245,23.43542465753425,1652.08,78.75476712328768,solo_clima_NASA_POWER
Cocona,Ucayali,2020,27.738169398907104,32.31065573770492,23.89030054644809,933.2,75.12879781420764,solo_clima_NASA_POWER
Cocona,Ucayali,2021,28.623917808219176,33.85602739726028,24.230438356164385,698.97,66.2014794520548,solo_clima_NASA_POWER
Cocona,Ucayali,2022,28.916931506849316,34.66668493150685,24.085671232876713,583.52,63.190136986301376,solo_clima_NASA_POWER
Cocona,Ucayali,2023,30.168931506849315,35.864438356164385,25.337013698630138,616.95,59.49087671232876,solo_clima_NASA_POWER
Cocona,Ucayali,2024,30.012841530054647,35.76639344262295,25.281448087431695,671.15,62.710081967213114,solo_clima_NASA_POWER
Cocona,Ucayali,2025,27.653999999999996,32.431041095890414,23.63772602739726,1445.49,74.99958904109589,solo_clima_NASA_POWER
Cocona,Ucayali,2026,25.41646408839779,28.252983425414364,22.96972375690608,1067.51,90.79701657458563,solo_clima_NASA_POWER
Curcuma,SanMartin,2015,25.01276712328767,30.152876712328766,21.046082191780823,1191.24,77.93435616438356,solo_clima_NASA_POWER
Curcuma,SanMartin,2016,25.56844262295082,30.843360655737705,21.496584699453553,1108.23,75.71306010928961,solo_clima_NASA_POWER
Curcuma,SanMartin,2017,24.280356164383562,28.936520547945204,20.766246575342468,1303.3,82.30419178082191,solo_clima_NASA_POWER
Curcuma,SanMartin,2018,24.22980821917808,29.013315068493153,20.613342465753423,1323.34,81.30473972602739,solo_clima_NASA_POWER
Curcuma,SanMartin,2019,24.445424657534247,29.158986301369865,20.857479452054793,1395.82,81.51690410958903,solo_clima_NASA_POWER
Curcuma,SanMartin,2020,25.374863387978145,30.27185792349727,21.50049180327869,1015.88,76.85598360655737,solo_clima_NASA_POWER
Curcuma,SanMartin,2021,25.81487671232877,31.04649315068493,21.5927397260274,873.1800000000001,70.9869589041096,solo_clima_NASA_POWER
Curcuma,SanMartin,2022,25.86419178082192,31.244931506849316,21.487479452054796,914.36,69.6644109589041,solo_clima_NASA_POWER
Curcuma,SanMartin,2023,27.106383561643835,32.57410958904109,22.57972602739726,651.74,65.01794520547945,solo_clima_NASA_POWER
Curcuma,SanMartin,2024,27.60808743169399,33.27344262295082,22.93653005464481,620.87,64.60325136612022,solo_clima_NASA_POWER
Curcuma,SanMartin,2025,26.10841095890411,31.526849315068493,21.798575342465753,969.62,70.92904109589041,solo_clima_NASA_POWER
Curcuma,SanMartin,2026,24.00845303867403,27.82232044198895,21.118342541436466,767.7,86.52386740331491,solo_clima_NASA_POWER
Granadilla,Junin,2015,8.843013698630136,15.736931506849315,3.930931506849315,393.64,75.87175342465753,solo_clima_NASA_POWER
Granadilla,Junin,2016,9.20844262295082,16.47756830601093,4.005874316939891,264.06,73.6884699453552,solo_clima_NASA_POWER
Granadilla,Junin,2017,9.026876712328766,15.896547945205478,4.133561643835616,391.9,75.87813698630137,solo_clima_NASA_POWER
Granadilla,Junin,2018,8.643890410958903,15.373123287671232,3.8444109589041098,345.75,75.774,solo_clima_NASA_POWER
Granadilla,Junin,2019,9.204383561643835,16.145671232876712,4.216465753424657,372.85,75.2352602739726,solo_clima_NASA_POWER
Granadilla,Junin,2020,9.202950819672132,16.18669398907104,4.1957650273224045,335.18,74.90428961748634,solo_clima_NASA_POWER
Granadilla,Junin,2021,8.680164383561644,15.203589041095892,4.075671232876712,378.8,77.29005479452054,solo_clima_NASA_POWER
Granadilla,Junin,2022,8.834027397260273,15.825123287671232,3.880849315068493,310.32,74.6862191780822,solo_clima_NASA_POWER
Granadilla,Junin,2023,9.531534246575342,16.290657534246577,4.847068493150685,329.16,76.13556164383562,solo_clima_NASA_POWER
Granadilla,Junin,2024,9.82948087431694,16.59516393442623,5.101284153005464,416.35,76.75964480874316,solo_clima_NASA_POWER
Granadilla,Junin,2025,8.644,14.787479452054795,4.241315068493151,685.13,80.19364383561644,solo_clima_NASA_POWER
Granadilla,Junin,2026,8.768729281767957,14.722486187845304,4.446298342541437,398.1,80.84116022099448,solo_clima_NASA_POWER
Kiwicha,Arequipa,2015,11.329095890410958,19.59654794520548,5.1921917808219185,194.16,46.11030136986301,solo_clima_NASA_POWER
Kiwicha,Arequipa,2016,11.479699453551913,19.94775956284153,5.256666666666667,137.72,44.04161202185792,solo_clima_NASA_POWER
Kiwicha,Arequipa,2017,10.933287671232877,18.97421917808219,5.2025205479452055,268.21,51.64106849315069,solo_clima_NASA_POWER
Kiwicha,Arequipa,2018,11.00917808219178,19.20364383561644,5.15186301369863,182.41,50.5552602739726,solo_clima_NASA_POWER
Kiwicha,Arequipa,2019,11.613534246575341,19.877150684931507,5.77654794520548,148.01,49.83465753424658,solo_clima_NASA_POWER
Kiwicha,Arequipa,2020,11.28516393442623,19.49551912568306,5.303196721311475,262.55,48.97459016393443,solo_clima_NASA_POWER
Kiwicha,Arequipa,2021,11.20813698630137,19.4286301369863,5.328301369863014,113.12,48.34076712328768,solo_clima_NASA_POWER
Kiwicha,Arequipa,2022,10.867506849315069,19.44208219178082,4.628602739726028,168.48,44.49378082191781,solo_clima_NASA_POWER
Kiwicha,Arequipa,2023,11.91495890410959,20.256849315068493,6.06186301369863,198.98000000000002,49.83317808219178,solo_clima_NASA_POWER
Kiwicha,Arequipa,2024,12.321174863387979,20.634890710382514,6.52620218579235,125.75,49.54442622950819,solo_clima_NASA_POWER
Kiwicha,Arequipa,2025,11.267671232876712,19.206931506849315,5.626767123287671,317.71,52.528520547945206,solo_clima_NASA_POWER
Kiwicha,Arequipa,2026,11.482872928176796,18.79342541436464,6.434419889502761,178.32999999999998,60.825524861878456,solo_clima_NASA_POWER
Lucuma,LaLibertad,2015,18.69904109589041,25.430301369863013,14.097315068493153,194.41,65.22969863013698,solo_clima_NASA_POWER
Lucuma,LaLibertad,2016,18.576147540983605,25.41767759562842,13.891666666666667,196.53,63.0916393442623,solo_clima_NASA_POWER
Lucuma,LaLibertad,2017,17.94745205479452,24.402301369863014,13.600438356164384,322.26,66.80846575342466,solo_clima_NASA_POWER
Lucuma,LaLibertad,2018,17.81441095890411,24.347397260273972,13.282986301369863,320.40000000000003,66.00553424657534,solo_clima_NASA_POWER
Lucuma,LaLibertad,2019,18.36282191780822,24.97435616438356,13.80635616438356,234.39,65.24175342465755,solo_clima_NASA_POWER
Lucuma,LaLibertad,2020,18.225956284153003,24.697513661202187,13.748633879781421,216.87,64.45549180327869,solo_clima_NASA_POWER
Lucuma,LaLibertad,2021,17.885506849315068,24.362,13.449780821917809,178.34,64.08032876712329,solo_clima_NASA_POWER
Lucuma,LaLibertad,2022,17.61013698630137,24.026739726027397,13.173643835616438,236.14,63.2886301369863,solo_clima_NASA_POWER
Lucuma,LaLibertad,2023,18.52309589041096,24.84147945205479,14.354328767123288,340.7,69.83641095890411,solo_clima_NASA_POWER
Lucuma,LaLibertad,2024,18.856338797814207,25.269043715846994,14.541120218579236,159.5,64.05390710382514,solo_clima_NASA_POWER
Lucuma,LaLibertad,2025,17.886383561643836,24.26515068493151,13.526438356164382,423.22,68.13120547945205,solo_clima_NASA_POWER
Lucuma,LaLibertad,2026,18.333480662983426,24.368121546961326,14.347513812154697,235.3,73.4460773480663,solo_clima_NASA_POWER
Maracuya,SanMartin,2015,25.01276712328767,30.152876712328766,21.046082191780823,1191.24,77.93435616438356,solo_clima_NASA_POWER
Maracuya,SanMartin,2016,25.56844262295082,30.843360655737705,21.496584699453553,1108.23,75.71306010928961,solo_clima_NASA_POWER
Maracuya,SanMartin,2017,24.280356164383562,28.936520547945204,20.766246575342468,1303.3,82.30419178082191,solo_clima_NASA_POWER
Maracuya,SanMartin,2018,24.22980821917808,29.013315068493153,20.613342465753423,1323.34,81.30473972602739,solo_clima_NASA_POWER
Maracuya,SanMartin,2019,24.445424657534247,29.158986301369865,20.857479452054793,1395.82,81.51690410958903,solo_clima_NASA_POWER
Maracuya,SanMartin,2020,25.374863387978145,30.27185792349727,21.50049180327869,1015.88,76.85598360655737,solo_clima_NASA_POWER
Maracuya,SanMartin,2021,25.81487671232877,31.04649315068493,21.5927397260274,873.1800000000001,70.9869589041096,solo_clima_NASA_POWER
Maracuya,SanMartin,2022,25.86419178082192,31.244931506849316,21.487479452054796,914.36,69.6644109589041,solo_clima_NASA_POWER
Maracuya,SanMartin,2023,27.106383561643835,32.57410958904109,22.57972602739726,651.74,65.01794520547945,solo_clima_NASA_POWER
Maracuya,SanMartin,2024,27.60808743169399,33.27344262295082,22.93653005464481,620.87,64.60325136612022,solo_clima_NASA_POWER
Maracuya,SanMartin,2025,26.10841095890411,31.526849315068493,21.798575342465753,969.62,70.92904109589041,solo_clima_NASA_POWER
Maracuya,SanMartin,2026,24.00845303867403,27.82232044198895,21.118342541436466,767.7,86.52386740331491,solo_clima_NASA_POWER
Mashua,Cusco,2015,8.253260273972604,14.425945205479453,3.595835616438356,750.26,79.75556164383562,solo_clima_NASA_POWER
Mashua,Cusco,2016,8.616120218579235,15.101448087431693,3.7419398907103822,701.41,78.23639344262295,solo_clima_NASA_POWER
Mashua,Cusco,2017,8.474164383561645,14.749178082191781,3.8372876712328763,708.43,79.28156164383562,solo_clima_NASA_POWER
Mashua,Cusco,2018,7.989726027397261,14.25545205479452,3.302,817.23,79.7041095890411,solo_clima_NASA_POWER
Mashua,Cusco,2019,8.56517808219178,14.923534246575343,3.842027397260274,806.97,79.26523287671233,solo_clima_NASA_POWER
Mashua,Cusco,2020,8.613661202185792,14.968907103825137,3.84707650273224,712.49,78.60505464480875,solo_clima_NASA_POWER
Mashua,Cusco,2021,8.26041095890411,14.46358904109589,3.6235068493150684,671.59,79.84813698630137,solo_clima_NASA_POWER
Mashua,Cusco,2022,8.83241095890411,15.445506849315068,4.038821917808219,1275.39,76.69805479452054,solo_clima_NASA_POWER
Mashua,Cusco,2023,9.338904109589041,16.192054794520548,4.307753424657534,418.35,75.46695890410959,solo_clima_NASA_POWER
Mashua,Cusco,2024,9.484426229508196,16.1929781420765,4.53879781420765,706.19,77.26193989071038,solo_clima_NASA_POWER
Mashua,Cusco,2025,8.407424657534246,14.505095890410958,3.779671232876712,802.38,80.8873698630137,solo_clima_NASA_POWER
Mashua,Cusco,2026,8.492762430939226,14.314364640883978,4.073922651933701,520.74,81.66690607734807,solo_clima_NASA_POWER
Olluco,Puno,2015,7.820246575342465,14.871013698630136,2.139780821917808,439.04,57.617041095890414,solo_clima_NASA_POWER
Olluco,Puno,2016,8.20827868852459,15.553360655737704,2.1475683060109287,404.54,54.909699453551916,solo_clima_NASA_POWER
Olluco,Puno,2017,8.159780821917808,15.1586301369863,2.526821917808219,496.15,59.27515068493151,solo_clima_NASA_POWER
Olluco,Puno,2018,7.814876712328767,14.668219178082191,2.2264657534246575,655.37,61.055369863013695,solo_clima_NASA_POWER
Olluco,Puno,2019,8.056027397260273,14.93791780821918,2.472191780821918,448.46000000000004,61.22704109589041,solo_clima_NASA_POWER
Olluco,Puno,2020,8.18155737704918,15.264918032786886,2.5019398907103825,510.41,59.73439890710383,solo_clima_NASA_POWER
Olluco,Puno,2021,8.08572602739726,15.128602739726027,2.327917808219178,527.92,59.74087671232876,solo_clima_NASA_POWER
Olluco,Puno,2022,7.989397260273973,15.657589041095891,1.6074520547945206,360.41,54.33054794520548,solo_clima_NASA_POWER
Olluco,Puno,2023,8.875397260273973,16.009315068493148,3.084,671.16,57.41665753424658,solo_clima_NASA_POWER
Olluco,Puno,2024,9.221666666666668,16.31978142076503,3.531857923497268,412.57,59.279754098360655,solo_clima_NASA_POWER
Olluco,Puno,2025,8.176136986301369,15.002739726027396,2.620054794520548,642.7,61.462657534246574,solo_clima_NASA_POWER
Olluco,Puno,2026,8.359779005524862,14.710386740331492,3.295414364640884,265.40000000000003,62.07558011049724,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2015,25.01276712328767,30.152876712328766,21.046082191780823,1191.24,77.93435616438356,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2016,25.56844262295082,30.843360655737705,21.496584699453553,1108.23,75.71306010928961,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2017,24.280356164383562,28.936520547945204,20.766246575342468,1303.3,82.30419178082191,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2018,24.22980821917808,29.013315068493153,20.613342465753423,1323.34,81.30473972602739,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2019,24.445424657534247,29.158986301369865,20.857479452054793,1395.82,81.51690410958903,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2020,25.374863387978145,30.27185792349727,21.50049180327869,1015.88,76.85598360655737,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2021,25.81487671232877,31.04649315068493,21.5927397260274,873.1800000000001,70.9869589041096,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2022,25.86419178082192,31.244931506849316,21.487479452054796,914.36,69.6644109589041,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2023,27.106383561643835,32.57410958904109,22.57972602739726,651.74,65.01794520547945,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2024,27.60808743169399,33.27344262295082,22.93653005464481,620.87,64.60325136612022,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2025,26.10841095890411,31.526849315068493,21.798575342465753,969.62,70.92904109589041,solo_clima_NASA_POWER
Sacha_inchi,SanMartin,2026,24.00845303867403,27.82232044198895,21.118342541436466,767.7,86.52386740331491,solo_clima_NASA_POWER
Tara,Ayacucho,2015,9.085013698630137,15.492219178082191,4.448904109589041,645.77,78.49980821917808,solo_clima_NASA_POWER
Tara,Ayacucho,2016,9.632158469945354,16.518524590163935,4.660245901639344,422.82,75.32303278688525,solo_clima_NASA_POWER
Tara,Ayacucho,2017,9.304493150684932,15.597369863013698,4.735780821917808,647.74,78.52728767123287,solo_clima_NASA_POWER
Tara,Ayacucho,2018,9.10468493150685,15.542164383561644,4.530821917808219,511.47,77.60983561643836,solo_clima_NASA_POWER
Tara,Ayacucho,2019,9.492958904109589,16.098246575342465,4.694602739726028,583.03,77.57654794520548,solo_clima_NASA_POWER
Tara,Ayacucho,2020,9.685491803278689,16.27792349726776,4.901147540983606,491.59,76.28718579234973,solo_clima_NASA_POWER
Tara,Ayacucho,2021,9.158630136986302,15.131534246575344,4.822849315068493,601.4,79.73432876712329,solo_clima_NASA_POWER
Tara,Ayacucho,2022,9.327150684931507,15.927534246575343,4.452657534246575,529.68,75.87827397260274,solo_clima_NASA_POWER
Tara,Ayacucho,2023,9.98654794520548,16.28158904109589,5.562383561643836,516.1999999999999,78.22378082191781,solo_clima_NASA_POWER
Tara,Ayacucho,2024,10.049398907103825,16.268961748633878,5.618934426229509,668.68,79.19598360655738,solo_clima_NASA_POWER
Tara,Ayacucho,2025,8.987369863013699,14.69958904109589,4.874657534246575,947.91,82.51550684931507,solo_clima_NASA_POWER
Tara,Ayacucho,2026,9.248674033149172,14.806132596685082,5.220331491712707,492.32,82.33878453038673,solo_clima_NASA_POWER
Yacon,Cajamarca,2015,14.894876712328767,21.96890410958904,10.042602739726028,410.95,69.73479452054795,solo_clima_NASA_POWER
Yacon,Cajamarca,2016,15.023688524590165,22.273169398907104,10.100437158469946,373.45,67.93497267759562,solo_clima_NASA_POWER
Yacon,Cajamarca,2017,14.302027397260273,21.166657534246575,9.645095890410959,662.23,71.50301369863013,solo_clima_NASA_POWER
Yacon,Cajamarca,2018,13.98150684931507,20.595397260273973,9.399452054794521,653.66,72.68276712328768,solo_clima_NASA_POWER
Yacon,Cajamarca,2019,14.619698630136986,21.46550684931507,9.920383561643837,493.62,70.9630410958904,solo_clima_NASA_POWER
Yacon,Cajamarca,2020,14.89603825136612,21.891994535519128,10.044098360655738,399.08,68.98207650273224,solo_clima_NASA_POWER
Yacon,Cajamarca,2021,14.498493150684931,21.332931506849317,9.862575342465753,372.71,69.74613698630137,solo_clima_NASA_POWER
Yacon,Cajamarca,2022,14.291534246575342,21.143342465753424,9.543424657534246,507.29,69.6891506849315,solo_clima_NASA_POWER
Yacon,Cajamarca,2023,14.796547945205479,21.30413698630137,10.339863013698631,772.37,73.73917808219178,solo_clima_NASA_POWER
Yacon,Cajamarca,2024,15.666994535519125,22.647595628415303,10.904180327868852,338.02,68.1496174863388,solo_clima_NASA_POWER
Yacon,Cajamarca,2025,14.338904109589041,20.85309589041096,9.841890410958904,671.04,73.3171506849315,solo_clima_NASA_POWER
Yacon,Cajamarca,2026,14.482265193370166,20.92707182320442,9.896740331491712,301.93,75.61939226519337,solo_clima_NASA_POWER
