fecha,temp_media,temp_max,temp_min,precipitacion_mm,humedad_%
2023-10-03,18.39,22.96,15.43,0.05,69.56
2023-10-04,18.08,22.0,14.99,0.01,72.99
2023-10-05,18.18,22.93,14.63,0.02,70.52
2023-10-06,18.17,22.8,15.13,0.0,73.37
2023-10-07,18.8,23.03,15.7,0.0,70.21
2023-10-08,18.79,23.79,15.69,0.0,69.43
2023-10-09,18.64,21.85,16.76,0.07,73.78
2023-10-10,19.27,23.67,16.3,0.11,69.62
2023-10-11,19.27,24.55,15.23,0.0,64.47
2023-10-12,19.47,24.38,15.61,0.0,62.48
2023-10-13,19.5,23.37,16.51,0.01,62.65
2023-10-14,19.2,23.49,15.33,0.0,65.04
2023-10-15,19.28,23.65,16.37,0.0,68.28
2023-10-16,19.09,23.82,16.11,0.02,70.44
2023-10-17,18.46,21.82,15.82,0.04,73.62
2023-10-18,18.47,21.57,16.29,0.04,72.34
2023-10-19,19.65,23.84,16.61,0.0,68.01
2023-10-20,19.0,22.94,16.12,0.01,71.29
2023-10-21,18.87,22.4,16.11,0.02,70.92
2023-10-22,17.93,20.67,16.1,0.0,78.1
2023-10-23,19.14,22.66,16.51,0.01,69.44
2023-10-24,19.24,23.16,16.3,0.05,69.65
2023-10-25,18.09,20.83,16.31,0.07,75.83
2023-10-26,17.93,21.57,15.25,0.09,75.23
2023-10-27,17.03,20.95,14.35,0.02,78.07
2023-10-28,17.18,20.77,14.08,0.03,75.45
2023-10-29,18.26,22.63,15.68,0.0,71.67
2023-10-30,18.84,23.23,15.85,0.0,67.44
2023-10-31,18.72,23.49,15.78,0.07,63.31
2023-11-01,18.21,22.16,15.51,0.02,58.52
2023-11-02,17.98,22.03,14.89,0.0,68.61
2023-11-03,18.33,22.92,14.98,0.0,70.28
2023-11-04,18.47,23.01,14.99,0.05,69.76
2023-11-05,18.54,22.73,15.65,0.38,69.57
2023-11-06,19.03,23.14,16.16,0.32,69.77
2023-11-07,19.56,24.48,16.32,0.0,67.65
2023-11-08,19.61,24.76,15.68,0.02,66.48
2023-11-09,19.19,23.02,15.57,0.02,69.59
2023-11-10,19.89,24.2,16.65,0.01,63.77
2023-11-11,20.02,24.61,16.03,0.0,61.45
2023-11-12,19.92,24.16,16.37,0.0,64.88
2023-11-13,19.7,24.55,15.77,0.0,66.39
2023-11-14,19.3,23.62,16.62,0.0,65.9
2023-11-15,18.94,22.79,15.87,0.04,66.44
2023-11-16,19.35,23.49,15.96,0.01,68.32
2023-11-17,19.24,23.38,16.26,0.0,67.88
2023-11-18,18.3,21.76,15.75,0.0,69.9
2023-11-19,18.31,23.3,15.13,0.0,69.72
2023-11-20,17.93,22.88,14.52,0.0,68.15
2023-11-21,18.29,22.31,14.93,0.0,69.08
2023-11-22,18.39,22.37,15.14,0.0,65.85
2023-11-23,18.37,21.0,16.47,0.02,66.39
2023-11-24,18.8,21.21,17.09,0.02,68.4
2023-11-25,18.89,21.89,16.7,0.04,70.4
2023-11-26,19.2,23.09,16.48,0.19,70.16
2023-11-27,19.33,22.73,16.65,0.0,70.98
2023-11-28,19.15,22.53,16.66,0.0,69.82
2023-11-29,19.45,23.13,16.41,0.0,63.12
2023-11-30,19.15,23.48,16.0,0.03,70.88
2023-12-01,18.27,20.78,16.65,0.05,76.63
2023-12-02,19.05,22.96,16.31,0.03,71.32
2023-12-03,19.9,24.29,16.27,0.0,64.29
2023-12-04,19.17,23.22,16.2,0.0,63.24
2023-12-05,19.18,23.71,16.05,0.06,63.7
2023-12-06,19.19,23.93,16.15,0.02,68.5
2023-12-07,18.92,22.17,15.96,0.17,73.22
2023-12-08,19.47,24.25,15.94,0.04,70.46
2023-12-09,20.08,24.41,16.66,0.0,66.0
2023-12-10,20.04,23.77,17.27,5.85,69.12
2023-12-11,20.22,24.43,17.52,2.43,73.35
2023-12-12,20.38,24.17,17.7,0.03,72.75
2023-12-13,19.9,24.06,16.62,0.1,71.59
2023-12-14,20.01,24.26,17.0,0.03,69.86
2023-12-15,19.96,24.02,16.56,0.01,71.99
2023-12-16,19.96,24.02,16.97,0.04,71.42
2023-12-17,20.21,23.4,17.43,0.12,71.37
2023-12-18,20.37,24.14,17.72,0.0,72.9
2023-12-19,20.43,24.38,17.84,0.0,69.31
2023-12-20,19.33,22.44,17.45,0.04,72.23
2023-12-21,19.59,24.36,16.53,0.32,72.52
2023-12-22,20.08,25.11,16.92,0.19,71.39
2023-12-23,19.95,24.87,16.49,0.06,72.91
2023-12-24,20.7,26.02,17.01,0.02,69.82
2023-12-25,19.82,23.95,16.92,0.3,75.38
2023-12-26,20.23,25.27,16.68,0.49,73.17
2023-12-27,19.58,23.78,16.91,0.08,75.9
2023-12-28,19.38,23.09,16.79,0.16,79.29
2023-12-29,19.55,23.12,16.42,0.23,78.13
2023-12-30,19.09,21.77,16.73,0.11,80.96
2023-12-31,18.69,21.93,16.76,0.36,82.8
2024-01-01,19.25,22.79,16.67,0.08,82.19
2024-01-02,18.97,22.39,17.11,0.13,82.71
2024-01-03,18.94,22.02,16.71,0.09,81.12
2024-01-04,19.82,23.95,16.81,0.1,77.04
2024-01-05,20.45,24.95,17.86,0.02,74.92
2024-01-06,20.49,24.76,17.48,0.02,76.19
2024-01-07,20.79,25.25,17.39,0.02,75.01
2024-01-08,20.29,24.16,17.77,0.01,78.92
2024-01-09,20.74,25.54,17.14,0.03,77.32
2024-01-10,20.55,25.22,17.51,0.01,78.86
2024-01-11,20.13,24.17,17.44,0.02,78.22
2024-01-12,19.73,23.3,17.44,0.21,81.11
2024-01-13,20.35,24.36,17.01,0.14,78.71
2024-01-14,19.92,22.85,17.86,0.55,80.45
2024-01-15,20.24,24.68,16.96,0.09,78.76
2024-01-16,20.97,25.88,17.47,0.07,75.57
2024-01-17,20.58,23.92,18.16,0.04,77.1
2024-01-18,20.85,25.51,17.22,0.15,76.54
2024-01-19,20.92,24.89,18.27,0.15,76.36
2024-01-20,21.0,25.69,17.69,0.06,75.22
2024-01-21,21.18,25.8,17.95,0.04,72.25
2024-01-22,21.06,24.34,18.58,0.08,76.38
2024-01-23,21.96,25.62,19.19,0.03,74.9
2024-01-24,21.93,25.67,18.9,0.0,76.99
2024-01-25,22.07,26.42,19.05,0.01,73.08
2024-01-26,22.01,26.81,18.99,0.03,76.32
2024-01-27,21.58,25.63,19.07,0.05,81.19
2024-01-28,21.67,25.61,18.71,0.11,78.71
2024-01-29,22.1,26.0,19.46,0.02,75.9
2024-01-30,22.11,26.53,19.03,0.05,74.16
2024-01-31,21.64,26.51,19.05,0.06,75.25
2024-02-01,21.35,26.02,18.35,0.13,76.43
2024-02-02,20.88,24.65,18.16,0.12,80.11
2024-02-03,20.76,25.14,17.74,0.62,79.95
2024-02-04,22.39,27.31,18.54,0.18,72.28
2024-02-05,21.54,25.88,18.77,0.03,76.74
2024-02-06,21.51,26.07,18.16,0.1,76.43
2024-02-07,20.36,23.21,18.27,0.2,82.12
2024-02-08,21.83,25.52,18.86,0.02,74.06
2024-02-09,21.62,24.51,19.43,0.02,72.74
2024-02-10,22.15,26.35,19.25,0.02,75.11
2024-02-11,21.83,25.87,18.61,0.07,75.47
2024-02-12,21.21,23.79,18.91,0.2,81.17
2024-02-13,21.59,25.13,19.15,0.12,79.84
2024-02-14,22.37,26.52,19.58,0.17,75.66
2024-02-15,22.14,26.76,19.1,0.27,77.15
2024-02-16,22.23,27.39,19.0,0.21,76.72
2024-02-17,22.02,26.14,19.07,0.15,74.68
2024-02-18,21.4,25.02,19.05,0.14,79.13
2024-02-19,21.49,24.55,19.38,0.07,78.23
2024-02-20,20.9,24.38,18.5,0.12,79.9
2024-02-21,20.88,25.17,18.03,0.09,79.96
2024-02-22,20.69,24.79,17.93,0.06,80.69
2024-02-23,20.19,23.16,18.33,0.17,84.01
2024-02-24,20.61,23.26,18.52,0.31,82.19
2024-02-25,20.57,23.34,18.73,0.28,80.11
2024-02-26,20.43,24.41,17.72,0.47,80.22
2024-02-27,20.82,25.37,17.62,0.21,79.09
2024-02-28,20.55,24.22,18.27,1.13,80.84
2024-02-29,20.09,23.04,18.53,0.47,83.04
2024-03-01,19.82,22.76,17.97,0.18,81.48
2024-03-02,20.11,24.49,17.48,0.19,79.24
2024-03-03,20.46,25.06,16.83,0.22,78.11
2024-03-04,20.62,24.58,18.18,0.3,81.43
2024-03-05,20.87,24.05,18.38,0.04,79.92
2024-03-06,21.19,24.85,18.77,0.13,78.93
2024-03-07,21.81,25.68,18.82,0.01,74.75
2024-03-08,21.13,24.47,18.86,0.13,77.46
2024-03-09,21.35,25.52,18.82,0.28,77.67
2024-03-10,21.07,24.97,18.1,0.25,78.65
2024-03-11,21.36,25.72,18.57,0.15,77.18
2024-03-12,21.24,25.92,18.54,0.06,76.56
2024-03-13,21.5,26.42,18.56,0.0,74.21
2024-03-14,21.3,26.23,18.05,0.01,72.09
2024-03-15,21.53,26.89,17.74,0.01,70.43
2024-03-16,21.13,25.41,18.01,0.43,74.82
2024-03-17,20.77,23.48,18.83,0.36,78.33
2024-03-18,20.82,24.57,18.85,0.5,74.29
2024-03-19,20.73,23.32,18.92,0.23,75.21
2024-03-20,21.01,25.11,17.99,0.02,72.33
2024-03-21,21.2,25.05,18.3,0.05,72.19
2024-03-22,20.16,23.01,18.2,0.17,78.2
2024-03-23,19.85,22.67,18.33,0.59,83.23
2024-03-24,20.68,24.86,17.97,0.13,78.06
2024-03-25,20.92,24.48,18.81,0.08,73.77
2024-03-26,20.08,22.71,18.0,0.3,77.65
2024-03-27,20.05,23.0,17.71,0.17,76.5
2024-03-28,20.9,25.69,17.98,0.14,72.32
2024-03-29,20.57,24.84,17.43,0.1,75.69
2024-03-30,20.32,24.36,17.68,0.08,76.91
2024-03-31,20.3,24.58,17.65,0.41,78.27
2024-04-01,20.17,24.6,17.71,0.77,77.28
2024-04-02,19.72,24.13,16.97,0.24,79.67
2024-04-03,19.84,24.37,16.89,0.07,76.84
2024-04-04,19.93,23.7,17.3,0.24,78.27
2024-04-05,20.08,24.2,17.62,0.1,80.47
2024-04-06,20.32,24.8,17.13,0.22,79.44
2024-04-07,20.77,25.35,18.04,0.19,76.68
2024-04-08,20.13,24.28,17.78,0.06,79.17
2024-04-09,20.22,24.84,17.49,0.33,78.31
2024-04-10,20.32,24.17,17.76,0.47,78.17
2024-04-11,20.4,24.04,17.9,0.07,72.64
2024-04-12,20.89,25.17,18.22,0.06,68.92
2024-04-13,20.28,24.88,17.28,0.05,70.97
2024-04-14,19.49,24.34,16.14,0.08,67.06
2024-04-15,19.22,24.18,15.79,0.04,65.28
2024-04-16,19.5,24.1,16.08,0.0,70.35
2024-04-17,20.06,24.69,16.43,0.0,67.0
2024-04-18,19.96,24.63,16.27,0.0,65.62
2024-04-19,19.56,23.8,16.27,0.0,69.11
2024-04-20,19.6,24.45,16.31,0.01,70.9
2024-04-21,19.02,22.97,16.63,0.06,75.24
2024-04-22,19.44,24.32,15.84,0.11,75.16
2024-04-23,19.98,24.75,16.7,0.06,73.83
2024-04-24,19.87,24.77,16.73,0.02,72.62
2024-04-25,19.92,24.64,16.62,0.05,72.42
2024-04-26,19.62,23.96,17.2,0.0,76.27
2024-04-27,19.3,23.71,16.64,0.0,77.37
2024-04-28,19.15,23.41,16.71,0.0,76.39
2024-04-29,19.86,24.73,16.38,0.0,71.86
2024-04-30,20.19,24.25,17.32,0.01,71.65
2024-05-01,20.12,24.34,17.49,0.01,71.68
2024-05-02,19.63,24.09,16.86,0.03,71.55
2024-05-03,18.99,24.06,16.38,0.01,69.97
2024-05-04,19.04,22.65,16.51,0.0,68.53
2024-05-05,19.18,24.2,15.8,0.0,68.71
2024-05-06,19.1,23.9,16.01,0.0,70.08
2024-05-07,18.75,23.35,15.79,0.0,71.99
2024-05-08,19.08,24.24,16.14,0.0,71.84
2024-05-09,19.09,23.43,16.24,0.0,70.86
2024-05-10,19.11,23.23,16.1,0.0,69.5
2024-05-11,19.22,23.88,16.25,0.01,67.44
2024-05-12,18.83,22.97,16.12,0.01,67.41
2024-05-13,19.11,23.37,15.47,0.01,64.91
2024-05-14,19.4,23.61,16.61,0.01,63.69
2024-05-15,18.39,22.4,15.53,0.01,67.4
2024-05-16,18.24,22.43,14.84,0.03,68.93
2024-05-17,19.16,23.46,16.58,0.02,63.93
2024-05-18,19.04,23.95,15.38,0.01,61.26
2024-05-19,19.02,23.47,15.89,0.0,59.83
2024-05-20,19.24,24.07,16.35,0.03,53.56
2024-05-21,18.79,23.95,15.44,0.04,55.64
2024-05-22,18.68,23.29,14.81,0.0,58.73
2024-05-23,18.15,22.72,14.83,0.0,62.03
2024-05-24,18.22,22.5,14.92,0.0,60.75
2024-05-25,18.6,23.82,14.99,0.0,56.01
2024-05-26,18.08,22.85,14.86,0.0,53.33
2024-05-27,18.14,23.31,14.47,0.0,57.38
2024-05-28,17.62,22.07,14.66,0.75,62.94
2024-05-29,18.31,23.03,14.81,0.01,61.17
2024-05-30,17.99,23.48,13.85,0.0,61.08
2024-05-31,17.92,22.99,13.88,0.0,59.86
2024-06-01,18.82,24.01,14.33,0.0,54.87
2024-06-02,18.56,23.12,14.95,0.07,54.67
2024-06-03,18.48,24.69,13.73,0.01,60.29
2024-06-04,18.28,23.29,14.14,0.0,58.5
2024-06-05,17.71,22.46,13.73,0.0,58.35
2024-06-06,17.47,23.02,12.71,0.0,57.59
2024-06-07,17.81,23.37,12.78,0.0,52.83
2024-06-08,17.49,23.99,12.45,0.0,56.33
2024-06-09,17.02,22.28,13.45,0.0,60.94
2024-06-10,17.12,22.05,13.32,0.0,63.16
2024-06-11,18.4,23.23,14.87,0.0,62.08
2024-06-12,18.7,23.87,15.65,0.0,56.88
2024-06-13,17.31,21.79,14.79,0.0,64.46
2024-06-14,17.29,22.37,13.77,0.01,62.84
2024-06-15,17.34,21.93,14.3,0.03,68.14
2024-06-16,17.51,22.11,14.58,0.04,70.67
2024-06-17,17.1,21.6,14.25,0.03,69.28
2024-06-18,16.44,21.16,13.68,0.05,68.78
2024-06-19,16.52,20.75,13.43,0.25,64.59
2024-06-20,17.39,20.8,14.98,0.03,66.25
2024-06-21,18.17,22.41,15.58,0.02,58.26
2024-06-22,18.0,22.81,14.53,0.04,60.0
2024-06-23,17.97,22.69,14.68,0.05,60.37
2024-06-24,17.5,22.57,14.57,0.06,66.78
2024-06-25,16.71,21.83,13.27,0.01,68.87
2024-06-26,16.57,21.78,13.0,0.02,69.2
2024-06-27,16.82,22.25,13.05,0.05,67.61
2024-06-28,16.45,21.22,12.8,0.04,69.58
2024-06-29,17.0,21.54,14.16,0.23,68.7
2024-06-30,17.49,22.12,13.99,0.02,63.35
2024-07-01,18.09,22.66,14.52,0.0,55.98
2024-07-02,17.86,22.48,14.67,0.0,64.52
2024-07-03,17.94,22.73,14.79,0.0,64.51
2024-07-04,17.66,23.68,14.2,0.02,62.41
2024-07-05,16.58,21.49,13.4,0.07,67.2
2024-07-06,16.98,22.24,13.29,0.02,67.54
2024-07-07,17.53,21.66,14.61,0.01,65.58
2024-07-08,17.49,22.59,14.18,0.08,65.84
2024-07-09,16.73,21.81,13.02,0.03,60.44
2024-07-10,16.91,21.9,12.76,0.02,55.18
2024-07-11,16.76,22.1,12.92,0.0,51.67
2024-07-12,16.4,22.3,11.76,0.03,57.73
2024-07-13,17.24,22.39,12.92,0.06,55.2
2024-07-14,17.37,22.59,14.36,0.04,56.05
2024-07-15,17.41,22.46,13.49,0.0,57.34
2024-07-16,17.29,22.48,13.16,0.0,63.07
2024-07-17,17.56,23.55,13.12,0.0,52.44
2024-07-18,17.12,22.95,12.61,0.0,51.23
2024-07-19,16.68,22.5,12.05,0.0,55.43
2024-07-20,16.09,21.57,12.04,0.0,61.02
2024-07-21,16.42,21.61,12.4,0.0,62.51
2024-07-22,16.91,21.94,12.98,0.39,62.21
2024-07-23,17.37,21.93,14.01,0.02,62.17
2024-07-24,17.18,22.28,13.35,0.0,61.76
2024-07-25,17.34,21.57,13.65,0.0,64.9
2024-07-26,17.76,22.22,14.54,0.0,62.72
2024-07-27,17.94,22.5,14.35,0.0,62.5
2024-07-28,18.13,22.87,14.9,0.0,63.3
2024-07-29,17.83,22.8,14.6,0.0,64.89
2024-07-30,18.2,23.61,14.59,0.0,63.45
2024-07-31,18.45,23.02,14.75,0.0,56.71
2024-08-01,18.6,24.06,14.54,0.0,53.48
2024-08-02,17.27,21.99,14.27,0.0,57.16
2024-08-03,16.84,21.68,13.02,0.0,56.56
2024-08-04,16.97,21.66,13.34,0.0,54.25
2024-08-05,17.14,21.77,13.58,0.0,57.55
2024-08-06,17.24,21.99,13.81,0.0,55.18
2024-08-07,17.12,22.39,13.15,0.0,52.36
2024-08-08,16.59,21.99,12.81,0.0,50.11
2024-08-09,17.02,22.06,13.1,0.01,49.47
2024-08-10,17.27,22.13,13.98,0.01,54.78
2024-08-11,17.35,22.2,13.6,0.0,51.44
2024-08-12,17.17,21.44,13.53,0.0,62.39
2024-08-13,17.64,22.5,13.59,0.0,60.44
2024-08-14,17.84,22.6,14.12,0.0,57.97
2024-08-15,18.05,23.33,13.7,0.0,55.44
2024-08-16,17.86,23.06,13.66,0.0,56.15
2024-08-17,17.44,22.65,13.6,0.0,61.52
2024-08-18,17.34,21.83,13.46,0.0,63.96
2024-08-19,18.21,23.33,15.04,0.0,61.75
2024-08-20,17.73,22.56,13.76,0.01,63.87
2024-08-21,17.58,23.18,14.34,0.05,61.87
2024-08-22,17.16,22.02,13.96,0.04,63.26
2024-08-23,16.89,21.54,13.04,0.01,66.29
2024-08-24,16.9,20.77,13.95,0.01,66.91
2024-08-25,17.13,21.77,13.65,0.3,66.36
2024-08-26,17.91,23.17,13.78,0.03,59.81
2024-08-27,18.16,22.37,14.94,0.01,56.55
2024-08-28,17.45,23.03,13.36,0.01,61.28
2024-08-29,17.33,22.06,13.94,0.0,60.22
2024-08-30,17.14,21.62,13.15,0.0,60.94
2024-08-31,17.51,22.54,13.79,0.0,52.92
2024-09-01,17.4,22.96,12.63,0.0,56.44
2024-09-02,17.32,21.88,14.28,0.0,59.18
2024-09-03,17.23,22.27,13.8,0.59,58.82
2024-09-04,17.93,23.37,13.46,0.03,58.79
2024-09-05,18.19,23.91,14.07,0.07,56.49
2024-09-06,18.25,23.3,13.71,0.06,61.41
2024-09-07,18.85,23.05,15.64,0.0,58.05
2024-09-08,18.96,23.69,15.51,0.0,56.98
2024-09-09,18.71,23.66,15.27,0.0,58.01
2024-09-10,18.15,23.37,14.23,0.0,59.29
2024-09-11,18.57,23.26,14.76,0.0,57.73
2024-09-12,18.54,23.4,15.13,0.0,58.39
2024-09-13,18.78,22.34,15.46,0.0,57.13
2024-09-14,18.55,23.49,15.04,0.01,54.15
2024-09-15,18.77,23.13,15.55,0.0,56.63
2024-09-16,18.84,23.61,14.72,0.0,55.83
2024-09-17,19.51,23.92,15.89,0.0,52.25
2024-09-18,19.12,22.99,16.09,0.0,54.31
2024-09-19,18.57,22.82,15.57,0.0,57.24
2024-09-20,18.3,22.81,14.83,0.0,61.39
2024-09-21,18.01,22.59,14.46,0.0,61.72
2024-09-22,18.11,22.36,15.34,0.0,63.55
2024-09-23,17.94,22.3,14.06,0.03,62.85
2024-09-24,18.34,22.66,14.77,0.03,60.72
2024-09-25,18.11,22.46,15.23,0.02,61.75
2024-09-26,18.14,22.19,15.2,0.02,63.99
2024-09-27,17.96,23.07,14.47,0.07,61.94
2024-09-28,17.73,21.17,15.25,0.07,62.85
2024-09-29,17.89,22.12,15.03,0.0,63.71
2024-09-30,17.67,22.31,13.63,0.0,64.55
2024-10-01,17.92,22.17,14.72,0.01,64.39
2024-10-02,18.28,22.71,14.6,0.02,63.33
2024-10-03,18.8,23.45,14.03,0.04,61.59
2024-10-04,19.62,23.64,15.67,0.15,57.63
2024-10-05,19.44,23.98,15.75,0.09,57.76
2024-10-06,18.41,22.12,15.47,0.03,60.01
2024-10-07,17.96,21.25,15.03,0.02,66.74
2024-10-08,18.35,22.72,15.09,0.02,63.32
2024-10-09,18.07,22.78,14.12,0.0,61.7
2024-10-10,18.05,22.77,14.62,0.0,58.44
2024-10-11,18.06,22.08,14.69,0.0,53.35
2024-10-12,18.3,23.53,13.79,0.0,51.52
2024-10-13,19.3,23.26,15.88,0.0,51.08
2024-10-14,19.22,23.46,15.93,0.01,57.05
2024-10-15,19.17,23.0,16.22,0.02,57.41
2024-10-16,19.52,23.11,16.24,0.01,54.8
2024-10-17,19.47,23.94,15.62,0.0,56.47
2024-10-18,19.83,27.1,15.44,0.0,49.87
2024-10-19,18.77,23.5,15.57,0.0,53.2
2024-10-20,17.56,22.1,14.56,0.0,61.83
2024-10-21,16.59,20.29,14.4,0.0,66.12
2024-10-22,17.58,22.22,14.07,0.03,68.24
2024-10-23,17.18,20.31,15.16,0.03,71.48
2024-10-24,18.42,23.24,14.85,0.07,63.31
2024-10-25,18.15,22.73,14.0,0.05,63.0
2024-10-26,18.38,22.88,14.55,0.0,57.63
2024-10-27,18.76,23.4,14.88,0.0,59.02
2024-10-28,18.69,23.06,15.12,0.01,62.17
2024-10-29,18.81,22.67,15.61,0.02,63.44
2024-10-30,18.87,23.34,15.68,0.01,64.15
2024-10-31,18.67,23.26,15.24,0.01,62.61
2024-11-01,17.69,22.48,13.99,0.01,63.21
2024-11-02,17.58,21.39,14.12,0.02,70.51
2024-11-03,17.84,22.34,15.02,0.2,72.24
2024-11-04,18.26,22.13,15.59,0.02,70.13
2024-11-05,18.17,22.36,15.75,0.02,69.75
2024-11-06,17.95,21.67,14.87,0.01,70.05
2024-11-07,17.97,22.66,14.72,0.01,65.59
2024-11-08,17.27,20.94,14.42,0.13,72.94
2024-11-09,17.36,21.35,13.89,0.06,74.86
2024-11-10,18.08,21.86,14.92,0.02,71.21
2024-11-11,18.96,23.1,16.21,0.0,63.2
2024-11-12,16.8,18.91,15.27,0.15,75.97
2024-11-13,17.64,21.38,14.46,0.05,72.66
2024-11-14,18.12,21.78,15.68,0.0,70.78
2024-11-15,17.66,20.94,15.5,0.19,72.49
2024-11-16,18.48,22.63,15.48,0.01,68.21
2024-11-17,17.95,21.48,15.36,0.0,68.01
2024-11-18,18.78,23.48,15.6,0.01,66.81
2024-11-19,17.91,22.55,15.05,0.01,72.6
2024-11-20,17.87,21.65,15.03,0.0,71.88
2024-11-21,17.1,20.62,14.88,0.19,78.21
2024-11-22,18.07,22.3,14.62,0.33,74.91
2024-11-23,18.23,22.09,15.91,0.37,77.13
2024-11-24,18.67,22.43,15.55,0.31,74.04
2024-11-25,18.65,22.38,15.8,1.35,73.92
2024-11-26,18.45,22.53,15.39,0.22,75.0
2024-11-27,18.49,22.19,15.63,0.09,75.58
2024-11-28,19.14,23.03,16.17,0.18,70.72
2024-11-29,19.0,22.58,16.34,0.38,72.87
2024-11-30,19.13,23.46,15.88,0.27,74.43
2024-12-01,19.2,22.6,16.72,0.5,76.72
2024-12-02,18.73,22.3,16.14,0.79,76.82
2024-12-03,18.37,21.64,15.72,0.36,75.61
2024-12-04,18.67,22.96,15.67,0.01,73.87
2024-12-05,18.52,22.21,15.66,0.02,74.44
2024-12-06,17.89,21.7,15.44,0.03,77.93
2024-12-07,17.95,22.13,15.11,0.04,78.27
2024-12-08,18.3,22.38,15.24,1.81,75.12
2024-12-09,18.89,23.38,15.45,0.15,72.51
2024-12-10,19.06,22.87,16.15,0.65,74.1
2024-12-11,18.96,22.71,16.18,0.27,73.53
2024-12-12,18.48,22.38,16.32,0.26,75.31
2024-12-13,18.4,22.06,16.07,0.21,77.23
2024-12-14,17.58,20.42,15.27,0.26,79.48
2024-12-15,17.63,21.06,15.47,0.34,75.96
2024-12-16,18.11,21.15,15.77,0.55,76.73
2024-12-17,19.02,23.94,15.38,0.11,72.46
2024-12-18,18.72,21.55,16.45,0.02,76.68
2024-12-19,18.63,21.74,16.29,0.03,73.56
2024-12-20,19.53,23.92,16.71,0.01,67.23
2024-12-21,19.4,23.55,16.76,0.0,69.78
2024-12-22,18.8,23.05,15.59,0.07,75.28
2024-12-23,18.14,21.23,15.68,0.43,77.63
2024-12-24,18.7,22.81,15.41,0.02,76.36
2024-12-25,19.0,23.2,15.75,0.04,73.73
2024-12-26,18.62,22.61,15.91,0.06,74.83
2024-12-27,18.72,22.7,15.71,0.16,76.82
2024-12-28,19.25,23.77,16.39,0.06,75.06
2024-12-29,18.54,22.46,16.33,0.22,77.68
2024-12-30,18.67,22.09,15.98,0.12,76.89
2024-12-31,18.28,21.3,15.67,0.73,78.95
